문서 번호,제목,질문,위치 고유번호,조회수,질문 날짜
475893581,질문강남오래된맛집 추천할 만한 곳이 있나요?,이번에 강남에서 식사를 하려고 하는데요. 강남에서 오랜 전통을 가진 맛집을 추천 부탁드립니다. 부모님과 함께 가기 좋은 곳으로 부탁드립니다. 자세한 정보 공유해 주시면 감사하겠습니다.,120115, 39,2024.09.27
475893396,질문강남 8학군 여고...,강남 8학군 여고에서 3등급은 대학 어느정도 가나요?,120115, 443,2024.09.27
475890266,질문강남구청 근처 상견례하기 좋은 곳 있나요?,안녕하세요. 곧 상견례를 앞두고 있는 예비신부입니다. 상견례 장소를 강남구청 근처로 잡으려고 하는데 괜찮은 장소 추천 부탁드립니다. 분위기가 조용하고 고급스러운 곳이었으면 좋겠습니다. 음식도 맛있고 주차도 가능한 곳으로 알려주시면 감사하겠습니다.,120115, 28,2024.09.27
475888382,질문강남역 공부하기 좋은 어두운 카페 있나요?,제가 카페에서 공부하는 것을 좋아하는데요 어두우면 조용하기도 하고 집중이 더 잘 되더라고요. 혹시 강남역에 공부하기 좋은 어두운 카페 있을까요? 여러 곳 추천해 주시면 감사하겠습니다.,120115, 15,2024.09.27
475810179,질문홍콩에서 갔었던 식당 찾습니다,템플스트리트 근처였고 또 국수? 같은걸 팔았었습니다. 오르막길 같은 길에 있었고 미슐랭 가이드도 있었던 식당이였습니다. 그리고 줄을 꽤 서서 먹었었습니다. 식당에서 먹었던 음식 첨부합니다. 식당 이름 쫌 알려주세요 ㅠㅠ,120115, 49,2024.09.26
475851606,질문강남 삼성어린이집 입학 경쟁률 얼마나 되나요?,강남 삼성어린이집에 입학하고 싶은데 경쟁률이 얼마나 되나요? 그리고 입학하려면 어떤 조건을 충족해야 하는지 궁금합니다. 삼성 임직원 자녀가 아니어도 입학 가능한지도 알려주세요.,120115, 97,2024.09.26
475848322,질문강남 아기랑 같이 갈만한 식당 어디인가요?,이번에 조리원 동기들과 강남에서 모임을 하기로 했습니다. 두 돌 아기랑 같이 갈만한 식당이 있을까요? 메뉴는 상관없습니다. 메뉴가 다양하게 여러 군데 추천해 주시면 좋을 것 같아요!,120115, 44,2024.09.26
475848091,질문강남역주변 점심식사 모임장소추천요,강남역주변 쟈철역에서 도보5분-10분이내면좋겟어요 칭구들점심 먹으려하는데요 브런치카폐나 파스타맛집 이쁘고 깔금한장소 찿습니다 강남역 자주는안가지만 세세히  길을 잘사실 몰라서요 추천부탁드려요 점심먹고 이쁜카폐가서 커피한잔할거구요 이역시 sns 핫한 사진잘나오는 카폐알려주세요 강남역에서 반포 새빛둥둥섬 어떻게 가야할까요 강남역주변 즐길거리 있는지도 알고싶습니다,120115, 29,2024.09.26
475847494,질문강남 입체 초음파 추천 가능한가요?,원래 다니던 병원에서 이제 입체 초음파를 안 해준다고 해서 새로운 병원을 알아보고 있습니다. 강남에 입체 초음파 해주는 병원 알 수 있을까요? 가격도 함께 알려주시면 감사하겠습니다.,120115, 30,2024.09.26
475847158,질문강남역 근처 수육전골 어디가 맛있나요?,강남역 수육전골 맛집 추천해주세요. 친구들과 강남역에서 만나기로 했는데 최근 날씨가 선선해져서 수육전골을 먹기로 했습니다. 강남역에 수육전골 맛집이 있을까요? 분위기도 좋고 맛도 좋은 곳으로 추천해주세요.,120115, 30,2024.09.26
475845580,질문강남맛집 체험단 이상한곳인가요?...,강남맛집 체험단 이상한곳인가요? 왜 자꾸 멀해야한다며 돈을 보내라하는거죠?ㅜㅜ,120115, 63,2024.09.26
475844957,질문강남구청역 근처에 마끼 맛집이 있을까요?,강남구청역 근처에서 간단하게 먹을 수 있는 마끼 맛집을 찾고 있습니다. 가격도 저렴하면서 맛있는 마끼를 먹을 수 있는 곳이 있을까요? 대마끼를 좋아하는데 개인적으로 야채가 많은 마끼 맛집이 있었으면 좋겠어요. 자세한 정보 부탁드립니다.,120115, 23,2024.09.26
475844726,질문강남 원테이블 레스토랑 추천과 예약 방법은?,강남에 원테이블로 운영되는 레스토랑이 있을까요? 조용하고 둘이서 식사하기 좋고 인테리어도 감각적인 곳으로 추천해주시면 좋을 것 같아요. 주차도 편리하면 더 좋을 것 같습니다. 예약방법도 함께 부탁드립니다.,120115, 21,2024.09.26
475844297,질문강남역 피부과 점 제거 비용 얼마인가요?,강남역 피부과에서 점 제거하려고 하는데 비용이 어느 정도 드나요? 크기에 따라 다른 건 알고 있는데 대략적인 금액을 알고 싶어요. 그리고 점 제거 후에 관리 방법도 알려주시면 감사하겠습니다.,120115, 22,2024.09.26
475840892,질문배추가 너무 비싼거 아니에요?,정말 비싸요,120115, 112,2024.09.26
475810231,질문강남 공감 이자카야 예약 방법은?,강남 공감 이자카야는 강남역 11번 출구 인근에 위치한 분위기 좋은 이자카야로 유명합니다. 이곳은 특히나 룸이 많아서 프라이빗하게 즐길 수 있는 곳으로 알려져 있는데요. 혹시 이곳을 방문하려면 예약이 필수인가요? 예약을 한다면 전화로 해야 하나요? 아니면 네이버 예약을 통해서도 가능한가요? 혹시 예약 없이 방문하면 대기 시간이 길거나 아예 입장이 불가능할 수도 있나요?,120115, 39,2024.09.25
475809052,질문강남 교통사고 정형외과 어디가 잘하나요?,강남에서 교통사고 치료를 받을 수 있는 정형외과 추천해주세요. 교통사고 후에 목과 허리 통증이 심해서 정형외과에서 치료를 받으려고 합니다. 강남에 있는 정형외과 중에서 교통사고 치료 경험이 많고 치료 효과가 좋은 곳으로 추천해주시면 감사하겠습니다.,120115, 35,2024.09.25
475806545,질문강남구에 위치한 유방외과 있나요?,가슴에 멍울이 만져지는 등 이상 증상이 있어 유방외과에 방문하려고 합니다. 강남구에 위치한 유방외과 중에서 진료 잘 보는 곳 추천해 주세요. 의사선생님도 조금 친절하셨으면 좋겠어요.,120115, 29,2024.09.25
475805387,질문강남 신세계 아기랑 갈만한 맛집 있나요?,안녕하세요 두 돌 된 아이를 키우고 있는 엄마입니다. 이번에 조리원 동기들이랑 강남 신세계에 아이와 함께 가려고 하는데요 아기랑 같이 갈만한 맛집 있다면 여러 곳 추천 부탁드려요~,120115, 66,2024.09.25
475796307,질문대치동 중학교가면,올백이 많나요?? ㅠㅠ 내년에 전학가는데 막 꼴찌고 그렇진않겠죠?,120115, 30,2024.09.25
475774930,질문강남맛집 체험단...,강남맛집 체험단에서 미용실에서 펌 받는게 뽑혔는데 이것도 페이백 형식인가요 아니면 그냥 결제 안 하고 바로 집 와서 블로그 쓰면 되는건가요?,120115, 21,2024.09.24
475774445,질문삼성 엘지 중 75인치 스마트TV좀..,삼성 QLED 75인치 kq75qc67afxkr (150~160)만원대랑 엘지 LED 75UR8300ENA (120~130)만원대둘중 고민입니다 궁금한것은 둘 다 가정용 스마트 기능있는티비 맞는지요 영화 유투 네플 등 자주보는데 화질과 사운드에 차이점 궁금합니다 스팩을 읽어봐도 잘모르겠구 ..ㅜㅜ 출시년도가 궁금해서 보니까 (같은모델출시년도) 24년3월 이렇게적혀있어서. .ㅜㅜ 그리구 마지막으로 하나만더 물을께요.. 디자인면에서 두제품중 어떤제품이 더 슬림한가요.. 혹160만원정도선에서qleb 75 인치나 77인치 더좋은상품있을까요.. 있으면 화질과 사운드 좋은 슬림한 디자인으로추천부탁드릴께요.. 제공100 드릴께요..^^,120115, 221,2024.09.24
475770202,질문압구정 신사동 쪽 양심진료하는 곳.. 있나요?,"""치과는 갈때마다 치료 할게 많고 비용도 많이 나오는데.. 집이 신사동 인근이라 신사동 압구정동 근처 양심진료 하는 치과 추천좀 해주세요. 큰돈주고 하는거라 덤탱이 안씌우고 정직한곳 찾고있습니다""",120115, 32,2024.09.24
475760461,질문강남 황금열쇠 노몬 난이도 어렵나요?,안녕하세요 방 탈출을 좋아하는 고등학생입니다. 강남 황금열쇠 노몬이 스케일도 크고 엄청 잘 되어 있다고 해서 주말에 친구들이랑 가보려고 합니다. 혹시 여기 난이도가 많이 어렵나요? 학생들이 하기에 어떤지 후기 좀 알려주세요!,120115, 30,2024.09.24
475757448,질문질문있어요,대모산입구역에서 서울 개원중학교 가는 버스 알켜주세요,120115, 26,2024.09.24
475737114,질문루프탑 식당이나 카페 추천,강남이나 홍대에 루프탑 식당이나 카페같은곳 추천해주세여,120115, 22,2024.09.23
475726001,질문대치러셀 윈터스쿨 단과시수(T)가 뭔가요?,내년고3되는 학생입니다. 겨울방학때 정말 열심히 하고 싶어서 서울에 있는 할아버지 댁에서 대치러셀로 윈터스쿨 등원할까 고민중인데요 국수영 합해서 8이고 그린반 들어갈 것 같아요 단과시수 (T)는 무엇인가요? 14t 이상이라는데... 윈터스쿨 PLUS는 또 무엇이고 얼마내면 갈 수 있나요? 아 그,120115, 129,2024.09.23
475725422,질문대치러셀 윈터스쿨 질문입니다,내년고3되는 학생입니다. 겨울방학때 정말 열심히 하고 싶어서 서울에 있는 할아버지 댁에서 대치러셀로 윈터스쿨 등원할까 고민중인데요 찾아봐도 얼마내고 들어갈 수 있는지 못찾겠어서 질문합니다 국수영 합해서 8이고 그린반 들어갈 것 같아요 얼마내면 갈 수 있나요?,120115, 90,2024.09.23
475721602,질문강남역 9번 출구 근처 혼밥 맛집 어디가 좋을까요?,안녕하세요! 강남역 9번 출구 근처에서 혼밥을 해야 하는 직장인입니다. 이 근처에서 혼자서도 부담 없이 갈 수 있는 맛집을 찾고 있는데요. 혼자 가도 어색하지 않고 맛있는 한식 메뉴를 제공하는 곳이면 좋겠어요. 혹시 강남역 9번 출구 근처에 혼밥 맛집을 알고 계신다면 추천 부탁드립니다!,120115, 124,2024.09.23
475721547,질문강남구청역 근처에 곰탕 맛집 있나요?,회사 업무 차 강남구청역 인근에 갈일이 있는데요. 곰탕을 먹을 예정인데. 양 괜찮고 맛있는데 있나요? 아시는 곳 있으면 추천 좀 부탁드립니다.,120115, 26,2024.09.23
475719678,질문수원에서 강남가는 m5443버스 타는법,수원 호매실에서 강남 갈일이 생겨서 m5443을 타야되는데 그것도 일반버스처럼 정류장에서 일어나있으면 태워주나요? 10월 3일 오전에 탈거에요,120115, 66,2024.09.23
475719156,질문강남 코엑스 근처 식당 문의,45명 정도 수용 가능한 식당 있을까요?,120115, 26,2024.09.23
475719118,질문강남구서초구 앞으로도 가장 유망한 대장아파트는??,지금같은 불경기에도 모든 지역 아파트들이 떨어져도 미국금리가 내려간대도 인구수가 줄어든대도 미국달러가 초약세로 유례없는 전세계 불경기가 된다 그래도 앞으로도 쭈욱 이어갈 강남구 서초구 대장아파트들 알려주세요~ 동시에 경기도에도 위의 사례들처럼 온갖 불경기에도 유망한 경기도 동네 몇군데 알려주세요~,120115, 87,2024.09.23
475718136,질문쇼핑백 디자인 찾아주세요ㅠㅠ,흰색 원 안에 검정색으로 masonde 띄고 뒤에 영어 좀 더 있었는데 뭘까요… 지역은 강남 서초쪽입니다…,120115, 24,2024.09.23
475718135,질문익산 삼성동에서 임플란트 시술 후 정기적으로 봐주는곳?,익산 삼성동에서 임플란트 시술 후 정기적으로 상태를 점검해주는 치과는 어디인가요?,120115, 43,2024.09.23
475713308,질문강남 가나돈까스의집 주차 가능한가요?,강남역 근처에 있는 가나돈까스의집에 방문하려고 하는데 주차 가능한가요? 주차 요금은 어떻게 되나요? 발렛도 가능한지 궁금합니다,120115, 25,2024.09.23
475709109,질문강남 청담동 부자들은 반찬거리도 백화점에서 사나요?,강남에 청담동 같은 곳에 사는 부유층들은 (흔히 묘사되는 펜트하우스 같은 드라마에 나오는 부유층들이요) 집에서 먹을 반찬이나 고기 이런것도 백화점 식품코너에서만 사나요? 강남에도 대형마트랑 할인마트가 생각보다 꽤 있던데 강남 할인마트에는 어떤 사람들이 물건을 사는 건가요? 단순히 강남을 거쳐 가는 서민들이 물건을 주로 사나요? 아니면 강남 부유층들도 할인마트에서 할인하는 식품을 사먹기도 하나요? 그리고 강남 부유층들이 샤넬 에르메스 같은 명품백 안 들고 다니고 몇만원짜리 백 들고 다니는 경우가 있나요? ㅋㅋㅋㅋㅋ 그리고 강남에서도 당근마켓 중고거래를 하나요? (강남 살 정도면 샤넬 백도 질리면 걍 의류함에 버릴거 같은데요),120115, 29,2024.09.23
475675296,질문강남구나 서초구에 일반인 갈 수 있는 도서관있나요?,열람실 가고싶은데 타지인 갈 수 있는 열람실있는 도서관 있을까요?,120115, 44,2024.09.22
475592228,질문삼성z플립6 화이트버전 지금 살 수 있나요?,강남점 한정이라는데 강남점에 직접가서구매해야 화이트 살 수 있나요? 기간한정인가요? 가격 더 비싼가요? 지금은 얼마인가요?,120115, 46,2024.09.22
475654691,질문장기역 치안,장기역에 집을 알아보고 있는데 아파트쪽은 아니구요... 4번 출구 맥도날드 뒤? 쪽인데 치안 괜찮나요? 원룸이 좀 있는곳인데 해가 지니 불빛도 많이 없는 것 같고..사람도 안 지나다니고... 장기역은 역 근처에는 사람이 좀 있는데 안쪽으로 들어가면 사람이 많이 안다녀서 좀 무섭다고 느껴서요.....ㅜㅜ 해가 살짝 졌을 때 지나갔는데 서울과 다르게 거리에 사람이 거의 없어서 괜히 무서워서요... 세상이 흉흉해서... 아무거나 아시는 분 계시면 알려주세요..,120115, 32,2024.09.22
475644271,질문강남역..,님들 강남역 말입니다 강남이 뭡니까? 아시면 알려주세요 그리고 역이 뭡니까? 아시면 알려주세요 강남역이 뭡니까? 아시면 알려주세요,120115, 26,2024.09.21
475641954,질문강남고속버스터미널 물품보관,내일 콘서트를 가는데 버스에서 추울 것 같아 담요를 챙기려 하는데 담요를 놓기에는 가방이 너무 적고 들고 다니기에는 덥고 번거로울 것 같아서요ㅜㅜ 강남고터 담요 보관할 수 있는 곳 있는지랑 있다면 시간 당 가격 알려주세요!! 급합니다,120115, 95,2024.09.21
475630420,질문강남 하나은행에서 서울경부터미널,강남역 6번출구 쪽 하나은행에서 서울 경부터미널까지 택시타려고하는데요 네이버지도는 6900원 카카오맵은 9600원 나오는데 어디요금이 더맞을까요?,120115, 36,2024.09.21
475627567,질문강남에서 인천 막차,지하철보다 버스가 더 늦게까지 하나요? 인천 부평쪽이요.,120115, 41,2024.09.21
475610242,질문강남에 깔끔하게 관리 잘되는 고시원?,강남에서 깔끔하게 관리 잘 되는 고시원 찾아요. 이왕이면 개별화장실이 있는곳 선호합니당 추천해주떼염,120115, 33,2024.09.21
476361803,질문천호역 근처에 강동 갈빗살 맛집이 어디인가요?,천호역 근처에 강동 갈빗살 맛집을 찾고 있습니다. 고기가 맛있고 분위기도 좋은 곳이면 좋겠습니다. 근처에 가볼 만한 곳도 추천해주시면 감사하겠습니다.,120116, 71,2024.10.08
476361281,질문천호역 근처에 강동 갈빗살 맛집이 어디인가요?,천호역 근처에 맛있는 강동 갈빗살 맛집을 찾고 있습니다. 부모님을 모시고 갈 예정이라 분위기도 좋고 맛도 좋은 곳으로 추천 부탁드립니다.,120116, 28,2024.10.08
476226236,질문상일동역 중고등 수학학원,상일동역 부근에 현재 들어갈 수 있는 중고등 수학학원이 있을까요? 현재 중3이고 고등학교 과정은 아직 들어가지 않아서 받아주는 학원을 찾지 못했습니다..,120116, 51,2024.10.05
476043695,질문강동구 2인 파티룸 추천,학생 둘이서 온콘 보러 갈 예정인데 갈만한 2인용 파티룸 있을까요?,120116, 72,2024.09.30
476019915,질문강동경희대병원 입원실 1인실 비용 알 수 있을까요?,강동경희대병원에 입원하게 되었습니다. 다른 사람들이랑 같이 입원실 쓰는 것보다 혼자 사용하고 싶은데 입원실 1인실 비용이 궁금합니다. 상급병실료 차액이 얼마인지 입원 시 필요한 준비물이나 절차도 알려주시면 감사하겠습니다.,120116, 26,2024.09.30
475996116,질문만15세 학생들끼리 펜션 갈 수 있나요,생일 지난 16살들이 부모님 허락하에 학생들끼리만 숙소를 잡아 놀라가도 되나요?? 제가 알기론 동의서 있으면 괜찮은걸로 아는데 사람들 말마다 다 달라서요ㅠ 누가좀 알랴주세요ㅜㅜ 급해여ㅜㅜ,120116, 44,2024.09.29
475960059,질문헌혈의 집,고덕동 이마트 명일점에 헌혈의 집 있었던 거 같은데 지금은 어딨나요??,120116, 31,2024.09.29
475929919,질문주말주차료,서울시강동구천호 고수부지에가려는데 주말에주차료가 무료인가요??,120116, 39,2024.09.28
475903543,질문길동사거리 근처 24시간 찜질방 좋은곳 부탁드립니다,안녕하세요 서울 길동사거리 근처에 24시간 찜질방 추천 부탁드립니다.,120116, 62,2024.09.27
475888855,질문천호역 버스,천호역에서 몇번 출구로 나가야 버스정류장 있어요?,120116, 48,2024.09.27
475855150,질문다이소 돌사탕,이거 불량 인가요?,120116, 68,2024.09.26
475853963,질문5호선노선연장 어디까지 될 것 같으세요?,5호선 노선이 어디까지 연장되는지 궁금합니다. 하남과 검단 김포 등으로 연장된다는 이야기가 있는데 구체적인 계획과 일정을 알려주세요. 꽤나 많이 연장된는 것 같은데 자세한 정보 공유해주세요!,120116, 29,2024.09.26
475851278,질문강동 고은빛 갈 때 출산 준비물 있을까요?,곧 출산을 앞둔 임산부입니다. 강동 고은빛 출산 가방 준비물은 뭐가 있을까요? 자연분만과 제왕절개 각각 필요한 물품이 다른가요? 출산 가방 준비물과 조리원 준비물도 함께 알려주시면 감사하겠습니다.,120116, 79,2024.09.26
475847652,질문강동 고은빛 산전 마사지 몇 주부터 예약 가능한가요?,안녕하세요 저는 임신 21주차 인데 산전 마사지를 미리 예약하고 싶어서 질문드려요. 주말은 예약이 어렵다고 하여 평일로 예약을 하고 싶은데 산전 마사지는 몇 주 차부터 예약 가능한지 알 수 있을까요?,120116, 37,2024.09.26
475758823,질문질문있어요,서울 천호동에서 서울 잠실로 가는 버스 번호 알켜주세요,120116, 41,2024.09.24
475756086,질문강동 고은빛 산부인과 조리원 비용은?,강동 고은빛 산부인과 조리원 비용과 마사지 비용이 궁금합니다. 이용해 보신 분들의 후기도 알려주세요. 자세한 후기 알려주시면 감사하겠습니다,120116, 28,2024.09.24
475756048,질문강동구 아기 미용실 추천할 만한 곳 있을까요?,이번에 아기 머리를 좀 자를까 하는데 강동구에 아기가 안전하게 머리를 자를 수 있는 미용실을 찾고 있습니다. 아기 전용 의자나 놀이 공간이 있는 곳이라면 더욱 좋을 것 같습니다.,120116, 48,2024.09.24
475716138,질문천호동 구강사,천호동에 있는 구강사에가서 기도드려도 되나요?,120116, 29,2024.09.23
475663193,질문평택 쿠팡플렉스?,고덕쪽에서 카플렉스 할수있나요?(평택시내도 괜찮음) 있다면 주간 야간 다있는지 알고 싶어요,120116, 27,2024.09.22
478130008,질문여기가 어느 도시인가요?? 지역,어디지역이에요??,120117, 21,2024.11.21
478113403,질문강북구 근처에 없나요?,코엑스더현대 같이 옷파는곳이 밀집해 있는곳이 없나요? 식품관도 있으면 너무 좋은데.. 근처에는 없는것 같아서요ㅜ 코엑스나 더현대는 멀어서 혹시나 질문 남깁니다,120117, 21,2024.11.20
478054965,질문초딩 축구화 사이즈,제가 지금 초6이고 중1때까지는 신을 생각으로 축구화를 사려고 하거든요? 지금 운동화는 뉴발란스거로 270을 신는데 축구화는 계속 나이키가만 신어왔습니다 그래서 나이키 축구화 기준으로 270을 사야될까요 아니면 275를 사야될까요? 중1때까지 신을 생각입니다,120117, 19,2024.11.18
478045725,질문서울 강북쪽 임플란트 잘하는 곳 추천부탁드려요!,어른들 임플란트 잘하는 치과 추천부탁드려요. 친절하게 상담해주고 치료도 잘하는 곳이면 감사하겠습니다. 경험이 많은 분이면 좋을거 같아요^^,120117, 19,2024.11.18
477938709,질문강북구 강아지 웨건 및 카시트 폐기물신고 질문,강아지 대형 유모차(웨건) 강아지 카시트 (푹신푹신) 대형폐기물 어떤 것으로 신고해서 배출 해야되나요? 일반 유모차? 개집?,120117, 28,2024.11.17
477982187,질문미용실 추천,서울시 강북구 수유동에 여자컷트머리 싸게 하는 곳 추천해주세요 ^^,120117, 12,2024.11.16
477964622,질문덕성여대 성신여대 미아운정 중간지점,덕성여대랑 성신여대 미아운정캠퍼스랑 중간지점이 어디인가요?,120117, 23,2024.11.16
477803187,질문데이트 어디가 조을까요?,애인 생일이라 데이트를 하는데 어디를 가야 할지 모르겠어요 ㅜㅜ 제가 다 준비해 간다구 그랬는데.. 서울에서 한두 시간 거리까지 갈 수 있어요! 선물은 미리 사둬서 데이트 비용은 70000원~100000원 정도 생각하고 잇슴다 도와줏쎄요 수ㅠㅜㅜ 맛집 추천도 좋고 가보신 장소 중에 재미있었던? 맛집~데이트 코스 이렇게 알려주심 감사하겟습니다..,120117, 95,2024.11.12
477800100,질문도봉구~ 강북구 쪽 전자피아노 연습실,도봉구~강북구 쪽에 전자피아노 연습할 수 있는 곳 있나요?,120117, 10,2024.11.12
477678455,질문서울 강북구 미아동 서점 좀 알려주세요.....,미아동에 고등 교과서 파는 곳 아시는분 있나요? 잘 모르는 동네라서...... 저는 잘 몰라여.....,120117, 19,2024.11.09
477505703,질문수유역 공항버스 첫차 (4:15~4:23)차타면 만석?,안녕하세요 수유역에서 공항버스 첫차를 차야하는데 혹시 만석일 확률이 높을까요? 탈수있을까요?( 수유역에서 공항버스 첫차 최근에 타보신분! 답변 부탁드려요!) 감사합니다,120117, 40,2024.11.05
477419614,질문서울 강북구 미아동 일요일 아침에 재활용 쓰레기 내놓,아도 되나요? 일요일 수거 안하는거 알고 월요일 아침에 수거를 하시더라고요 근디 월요일날에 집에 없어서 오늘밖에 없는데 오늘 아침에 배출하는 지정 장소에 버려도 되나요? 양이 좀 많아요,120117, 33,2024.11.03
477392063,질문강북구 미아동 음식물 배출 요일이 언제인가요?,제곧내요 .,120117, 26,2024.11.02
477303020,질문서울지역 남자 일반고등학교,아이가 중3인데요. 여자아이들 없는 남자 일반고등학교에 가고 싶다고 해서요. 서울 남고 지역과 학교이름 알려주세요,120117, 66,2024.10.31
477245321,질문미아삼거리와 미아사거리는 다른 곳인가요?,미아삼거리와 미아사거리는 다른 거리인가요?,120117, 32,2024.10.29
477054454,질문썸녀랑 데이트하는데 어디를 가야 할 지 모르겠어요,저는 부산사람입니다 썸녀가 서울 미아동에 사는데 서울에서 만나기로 했어요 미아동 근처 1시간이내에 놀거리 맛집 알려주실수 있나요..ㅠ (성인입니다) 한강도 추천해주세요!!,120117, 58,2024.10.25
476680005,질문강북 성북 도봉 고등학교,이쪽에서 사복이 가능하거나 교칙이 좀 널널한 학교 있을까요? 굳이 사복이 아닌 겉옷 정도만 가능한 학교여도 괜찮아요,120117, 40,2024.10.19
476690288,질문수유역 헬스장 깨끗한곳으로 추천좀요!,운동좀 해보려고 하는데 수유역 헬스장 깨끗한 곳 있는지 궁금합니다 청결에 좀 예민한 편이라 너무 냄새나지 않고 깨끗한 수유역 헬스장이면 좋겠습니다 그리고 여자라서 엉덩이를 좀 만들고 싶은데 하체 기구가 많은 수유역 헬스장 있을까요?,120117, 134,2024.10.16
476655709,질문어디에 있을까요??ㅜ,수유쪽에 통목살 파는 트럭 아저씨 주로 어디에 출몰하시나요??ㅜ,120117, 37,2024.10.15
476532177,질문강북구 스티로폼,강북구 수유동 스티로폼 폐기물 신고해야하나요?? 폐기물 스티커 붙여서 내놓아도 되나요,120117, 27,2024.10.12
476332544,질문수유역 소형 프라이빗 공간,수유역 근처 4명이서 몇시간동안 있을 수 있는 공간 있을까요? 적당히 아늑하고 쇼파처럼 누울 수 있는 공간 있었으면 합니다! 가격대 괜찮은곳 알려주세요 수유에서 조금 떨어져있어도 괜찮아요,120117, 24,2024.10.07
476319679,질문수유 바람쐴만한곳,옥상처럼 바람 시원하게 부는 뭐 공원이나 그런곳 추천좀 해주세요,120117, 35,2024.10.07
476265375,질문[나눈질문2] 여기가 어디인지 맞춰주실 분ㅜ,여기가 어느 지역인지 맞춰주실 분 계신가요??,120117, 31,2024.10.06
476259204,질문북한산 둘레길 와이파이,북한산 둘레길 12구간 무료와이파이 있나요? 북한산 둘레길 12구간 와이파이 뭔가요?,120117, 32,2024.10.06
476171538,질문솔샘도서관,이러면 이 책은 몇시쯤 솔샘도서관으로 오나요??,120117, 26,2024.10.03
476122084,질문LH에  제 소유의   아파트를  임대하는 방법은?,LH 에 제 수유의 아파트를 임대하려면 어케 해야하는지요?,120117, 38,2024.10.02
476102379,질문서울 강북구도봉구노원구,평균 월세 알려 주세요,120117, 42,2024.10.02
476007800,질문수유역 근처 평일에도 사용가능한 인조잔디 운동장있나요?,학교 운동장도 상관은 없는데 외부인 출입 가능한곳으로 부탁드립니다!,120117, 28,2024.09.30
475916679,질문서울 강북구 마당 있는집 vs 아파트,매매 어느게 저렴하나요?,120117, 23,2024.09.27
475909335,질문서울 강북구 마당 있는 집,돈을 몇년동안 벌어야 살 수 있나요?,120117, 28,2024.09.27
475888973,질문강북 경찰서에 주차해도 되나요?,강북 경찰서 인근에 일이 생겼는데 거기에 주차장이 없다고 하여 경찰서에 주차를 잠시 하려고 합니다. 혹시 여기에 주차해도 되나요? 주차하게 되면 주차비를 내야 하는지도 궁금합니다.,120117, 28,2024.09.27
475850949,질문강북구 번동 148번지 재개발 진행되고 있나요?,서울 강북구 번동 148번지 일대 용역 착수했다고 들었는데 강북구 번동 148번지의 재개발 현황이 궁금합니다. 현재 진행 상황과 향후 계획에 대해 자세히 알려주시면 감사하겠습니다.,120117, 145,2024.09.26
475763448,질문강북에 놀이방 있는 식당이 있을까요?,강북쪽으로 가족 식사를 가는데 아이들이 있어서 강북에 놀이방 있는 식당 추천해 주세요. 아이들이 놀 수 있는 공간이 넓고 안전한 곳이면 좋겠어요. 주차도 가능한 곳으로 부탁드립니다.,120117, 33,2024.09.24
475756248,질문미아삼거리는,콕. 찍어 어디죠,120117, 32,2024.09.24
475663637,질문간단한 워드 문서 작업,제가 집에 PC도 없는데다 컴맹이라서요... 간단한 시간표 만드는 작업이랑 안내문 정도인데요. 이런거 해주시는 분 없을까요? 직접 만나서 자세한 설명 드리고 맡기고 싶습니다. 아님 전화통화~ 작업내용은 많지는 않습니다. 이미 만들어져있는 시간표를 만드는 거라.... 동네근처 였음 좋겠는데 안되도 크게 상관은 없어요 동네는 강북구 성북구 입니다. 혹시 있으시면 답글 부탁 드려요,120117, 50,2024.09.24
475728691,질문선업튀 ㅋㅅ,제가 어제 엄마랑 늦지만 선업튀 1화를 보고오늘 2화를 보거든요? 근데 야한내용이나 ㅋㅅ하는편 언제인가요? 그걸 엄마랑 보면 좀 그래가지고 폰 하려고 하는데 ㅈㅂ 언제인가여ㅜ (위치는 실수),120117, 58,2024.09.23
475722639,질문중고 라탄의자 살 수 있는 곳 알려 주세요~~~~,중고 라탄의자를 구입하고 싶은데 ~~~ 구매처 아시는 분 알려 주세요~~~,120117, 27,2024.09.23
475713111,질문강북구 주말농장 분양 정보는 어떻게 되나요?,주말농장에 관심이 있는데요 강북구 주말농장 분양 정보와 이용 방법이 궁금합니다. 분양 가격과 위치 이용 가능한 시기 등을 알려주세요. 강북구 주말농장에 대해 자세히 알려주시면 감사하겠습니다.,120117, 25,2024.09.23
475654485,질문서울 강북구vs경기도 성남시 분당구,집값과 땅값이 서울 강북구가 저렴하나요?,120117, 42,2024.09.22
478121421,질문지명 표기,XX동 X가 형식의 지명이 왜 강서구 금천구에 없나요? 사대문안인 종로뿐만 아니라 성북구도 있는데요,120118, 17,2024.11.21
478067223,질문인천공항에 노스페이스 매장 있나요? 아님 나리타 공항에,인천공항에 노스페이스 매장 있나요? 눕시 파나요? 일본 도쿄에는 눕시가 안파는 것 같던데…,120118, 12,2024.11.18
477823110,질문중학교 상벌점제,저희학교는 상벌점제가 없어서 그러는데 상벌점제를 할때 상점은 어떻게 했을때 받고 벌점은 알고있지만 벌점을 지울수 있는 방법은 없나요??,120118, 18,2024.11.13
477811344,질문강서구 새벽 요가,강서구 우장산역 근처에 새벽 요가 하는데 아시는 분 있을까요?,120118, 14,2024.11.12
